-0.000000	0.000000	0.000000	0.000000	0.000000	
-0.000000	0.000000	0.000015	0.030000	0.000330	
-0.000000	0.000000	0.000060	0.060000	0.000720	
-0.000000	0.000000	0.000135	0.090000	0.001170	
0.000628	0.188496	0.000240	0.120000	-0.001462	
0.000628	0.251327	0.000375	0.150000	-0.001520	
0.000628	0.188496	0.000540	0.180000	-0.000262	
0.000628	-0.000000	0.000735	0.210000	0.002313	
0.000628	-0.000000	0.000960	0.240000	0.003063	
0.000628	-0.000000	0.001215	0.270000	0.003873	
0.000628	-0.000000	0.001500	0.300000	0.004743	
0.000628	-0.000000	0.001815	0.330000	0.005673	
0.000628	-0.000000	0.002160	0.360000	0.006663	
0.001257	0.188496	0.002535	0.390000	0.004572	
0.001257	0.251327	0.002940	0.420000	0.005053	
0.001885	0.376991	0.003375	0.450000	0.003710	
0.001885	0.251327	0.003840	0.480000	0.006197	
0.001885	0.188496	0.004335	0.510000	0.008115	
0.002513	0.188496	0.004860	0.540000	0.008208	
0.003142	0.439823	0.005415	0.570000	0.005849	
0.003142	0.439823	0.006000	0.600000	0.007319	
0.003770	0.376991	0.006615	0.630000	0.008220	
0.004398	0.439823	0.007260	0.660000	0.007925	
0.005027	0.628319	0.007935	0.690000	0.006434	
0.005655	0.628319	0.008640	0.720000	0.006887	
0.006283	0.628319	0.009375	0.750000	0.007400	
0.006912	0.628319	0.010140	0.780000	0.007974	
0.007540	0.628319	0.010935	0.810000	0.008607	
0.008168	0.628319	0.011760	0.840000	0.009301	
0.009425	0.816814	0.012615	0.870000	0.006912	
0.010053	0.879646	0.013500	0.900000	0.007097	
0.010681	0.816814	0.014415	0.930000	0.008599	
0.011938	0.816814	0.015360	0.960000	0.008276	
0.012566	0.879646	0.016335	0.990000	0.008641	
0.013823	1.005310	0.017340	1.020000	0.007181	
0.014451	0.879646	0.018375	1.050000	0.009551	
0.015708	1.005310	0.019440	1.080000	0.008211	
0.016336	0.879646	0.020535	1.110000	0.010701	
0.017593	1.005310	0.021660	1.140000	0.009481	
0.018850	1.068141	0.022815	1.170000	0.008949	
0.020106	1.256637	0.024000	1.200000	0.007221	
0.021363	1.256637	0.025215	1.230000	0.007438	
0.022619	1.256637	0.026460	1.260000	0.007715	
0.023876	1.256637	0.027735	1.290000	0.008051	
0.024504	1.068141	0.029040	1.320000	0.011590	
0.025761	1.005310	0.030375	1.350000	0.012675	
0.027018	1.068141	0.031740	1.380000	0.012563	
0.028903	1.445133	0.033135	1.410000	0.008113	
0.030159	1.507964	0.034560	1.440000	0.008122	
0.031416	1.445133	0.036015	1.470000	0.009447	
0.032673	1.256637	0.037500	1.500000	0.012089	
0.033929	1.256637	0.039015	1.530000	0.012905	
0.035814	1.445133	0.040560	1.560000	0.010640	
0.037071	1.507964	0.042135	1.590000	0.010949	
0.038327	1.445133	0.043740	1.620000	0.012574	
0.040212	1.445133	0.045375	1.650000	0.012374	
0.041469	1.507964	0.047040	1.680000	0.012862	
0.043354	1.633628	0.048735	1.710000	0.011526	
0.044611	1.507964	0.050460	1.740000	0.014019	
0.046496	1.633628	0.052215	1.770000	0.012803	
0.047752	1.507964	0.054000	1.800000	0.015416	
0.049637	1.633628	0.055815	1.830000	0.014319	
0.051522	1.696460	0.057660	1.860000	0.013911	
0.052779	1.696460	0.059535	1.890000	0.015448	
0.054664	1.633628	0.061440	1.920000	0.016416	
0.056549	1.696460	0.063375	1.950000	0.016188	
0.058434	1.884956	0.065340	1.980000	0.014763	
0.060319	1.884956	0.067335	2.010000	0.015283	
0.062204	1.884956	0.069360	2.040000	0.015863	
0.064088	1.884956	0.071415	2.070000	0.016503	
0.065973	1.884956	0.073500	2.100000	0.017204	
0.068487	2.073451	0.075615	2.130000	0.014822	
0.070372	2.136283	0.077760	2.160000	0.015014	
0.072257	2.073451	0.079935	2.190000	0.016522	
0.074770	2.073451	0.082140	2.220000	0.016206	
0.076655	2.136283	0.084375	2.250000	0.016577	
0.079168	2.261947	0.086640	2.280000	0.015124	
0.081053	2.136283	0.088935	2.310000	0.017501	
0.083566	2.261947	0.091260	2.340000	0.016168	
0.085451	2.136283	0.093615	2.370000	0.018665	
0.087965	2.261947	0.096000	2.400000	0.017451	
0.090478	2.324779	0.098415	2.430000	0.016926	
0.092991	2.513274	0.100860	2.460000	0.015205	
0.095504	2.513274	0.103335	2.490000	0.015428	
0.098018	2.513274	0.105840	2.520000	0.015712	
0.100531	2.513274	0.108375	2.550000	0.016055	
0.103044	2.513274	0.110940	2.580000	0.016459	
0.105558	2.513274	0.113535	2.610000	0.016922	
0.108071	2.513274	0.116160	2.640000	0.017446	
0.110584	2.513274	0.118815	2.670000	0.018029	
0.113726	2.701770	0.121500	2.700000	0.015531	
0.116239	2.764601	0.124215	2.730000	0.015606	
0.118752	2.701770	0.126960	2.760000	0.016998	
0.121894	2.701770	0.129735	2.790000	0.016565	
0.124407	2.764601	0.132540	2.820000	0.016820	
0.127549	2.890265	0.135375	2.850000	0.015250	
0.130690	2.953097	0.138240	2.880000	0.014369	
0.133204	2.953097	0.141135	2.910000	0.015432	
0.136345	2.890265	0.144060	2.940000	0.015927	
0.139487	2.953097	0.147015	2.970000	0.015226	
0.142000	2.953097	0.150000	3.000000	0.016469	
0.145142	2.890265	0.153015	3.030000	0.017144	
0.148283	2.953097	0.156060	3.060000	0.016623	
0.151425	3.141593	0.159135	3.090000	0.014905	
0.154566	3.141593	0.162240	3.120000	0.015131	
0.157708	3.141593	0.165375	3.150000	0.015418	
0.160850	3.141593	0.168540	3.180000	0.015765	
0.163991	3.141593	0.171735	3.210000	0.016172	
0.167761	3.330088	0.174960	3.240000	0.013497	
0.170903	3.392920	0.178215	3.270000	0.013396	
0.174044	3.330088	0.181500	3.300000	0.014611	
0.177186	3.141593	0.184815	3.330000	0.017142	
0.180956	3.330088	0.188160	3.360000	0.014708	
0.184097	3.392920	0.191535	3.390000	0.014846	
0.187867	3.518584	0.194940	3.420000	0.013160	
0.191009	3.392920	0.198375	3.450000	0.015303	
0.194779	3.518584	0.201840	3.480000	0.013737	
0.197920	3.392920	0.205335	3.510000	0.016000	
0.201690	3.518584	0.208860	3.540000	0.014554	
0.204832	3.392920	0.212415	3.570000	0.016937	
0.208602	3.518584	0.216000	3.600000	0.015611	
0.212372	3.581416	0.219615	3.630000	0.014973	
0.216142	3.769911	0.223260	3.660000	0.013138	
0.219911	3.769911	0.226935	3.690000	0.013248	
0.223053	3.581416	0.230640	3.720000	0.016560	
0.227451	3.707079	0.234375	3.750000	0.014277	
0.230593	3.644247	0.238140	3.780000	0.016452	
0.234991	3.895575	0.241935	3.810000	0.013032	
0.238761	3.832743	0.245760	3.840000	0.014070	
0.242531	3.958407	0.249615	3.870000	0.013284	
0.246301	3.769911	0.253500	3.900000	0.015699	
0.250071	3.769911	0.257415	3.930000	0.016289	
0.254469	3.958407	0.261360	3.960000	0.013798	
0.258239	4.021239	0.265335	3.990000	0.013880	
0.262009	3.958407	0.269340	4.020000	0.015278	
0.266407	3.958407	0.273375	4.050000	0.014852	
0.270177	4.021239	0.277440	4.080000	0.015114	
0.274575	4.146902	0.281535	4.110000	0.013551	
0.278345	4.021239	0.285660	4.140000	0.015817	
0.282743	4.146902	0.289815	4.170000	0.014374	
0.287142	4.209734	0.294000	4.200000	0.013620	
0.290911	4.209734	0.298215	4.230000	0.014810	
0.295310	4.146902	0.302460	4.260000	0.015432	
0.299708	4.209734	0.306735	4.290000	0.014857	
0.303478	4.209734	0.311040	4.320000	0.016227	
0.307876	4.146902	0.315375	4.350000	0.017029	
0.312274	4.209734	0.319740	4.380000	0.016634	
0.316673	4.398230	0.324135	4.410000	0.015043	
0.321071	4.398230	0.328560	4.440000	0.015396	
0.325469	4.398230	0.333015	4.470000	0.015810	
0.329867	4.398230	0.337500	4.500000	0.016283	
0.334265	4.398230	0.342015	4.530000	0.016817	
0.338664	4.398230	0.346560	4.560000	0.017410	
0.343062	4.398230	0.351135	4.590000	0.018064	
0.347460	4.398230	0.355740	4.620000	0.018777	
0.352487	4.586725	0.360375	4.650000	0.016409	
0.356885	4.649557	0.365040	4.680000	0.016615	
0.361283	4.586725	0.369735	4.710000	0.018136	
0.366310	4.586725	0.374460	4.740000	0.017833	
0.370708	4.649557	0.379215	4.770000	0.018219	
0.375106	4.586725	0.384000	4.800000	0.019920	
0.380133	4.586725	0.388815	4.830000	0.019797	
0.384531	4.649557	0.393660	4.860000	0.020363	
0.389557	4.775221	0.398535	4.890000	0.019103	
0.393956	4.649557	0.403440	4.920000	0.021673	
0.398982	4.775221	0.408375	4.950000	0.020533	
0.403380	4.649557	0.413340	4.980000	0.023223	
0.408407	4.775221	0.418335	5.010000	0.022204	
0.413434	4.838053	0.423360	5.040000	0.021872	
0.418460	5.026548	0.428415	5.070000	0.020344	
0.423487	5.026548	0.433500	5.100000	0.020761	
0.428513	5.026548	0.438615	5.130000	0.021238	
0.432911	4.838053	0.443760	5.160000	0.024917	
0.438566	4.963716	0.448935	5.190000	0.023000	
0.443593	5.089380	0.454140	5.220000	0.022400	
0.448619	5.215044	0.459375	5.250000	0.021861	
0.453646	5.026548	0.464640	5.280000	0.024523	
0.458673	5.026548	0.469935	5.310000	0.025359	
0.464327	5.215044	0.475260	5.340000	0.023115	
0.469354	5.277876	0.480615	5.370000	0.023443	
0.475009	5.403539	0.486000	5.400000	0.021947	
0.480035	5.277876	0.491415	5.430000	0.024281	
0.485690	5.403539	0.496860	5.460000	0.022904	
0.491345	5.466371	0.502335	5.490000	0.022216	
0.497000	5.654867	0.507840	5.520000	0.020331	
0.502655	5.654867	0.513375	5.550000	0.020392	
0.508310	5.654867	0.518940	5.580000	0.020512	
0.513965	5.654867	0.524535	5.610000	0.020692	
0.519619	5.654867	0.530160	5.640000	0.020933	
0.525274	5.654867	0.535815	5.670000	0.021233	
0.531557	5.843362	0.541500	5.700000	0.018451	
0.537212	5.906194	0.547215	5.730000	0.018243	
0.543496	6.031858	0.552960	5.760000	0.016210	
0.549150	5.906194	0.558735	5.790000	0.018007	
0.555434	6.031858	0.564540	5.820000	0.016094	
0.561088	5.906194	0.570375	5.850000	0.018011	
0.567372	6.031858	0.576240	5.880000	0.016218	
0.573655	6.094690	0.582135	5.910000	0.015113	
0.579310	6.094690	0.588060	5.940000	0.015954	
0.585593	6.031858	0.594015	5.970000	0.016226	
0.591876	6.094690	0.600000	6.000000	0.015301	
0.598159	6.283185	0.606015	6.030000	0.013180	
0.604442	6.283185	0.612060	6.060000	0.013003	
0.610726	6.283185	0.618135	6.090000	0.012887	
0.617009	6.283185	0.624240	6.120000	0.012831	
0.622664	6.094690	0.630375	6.150000	0.015976	
0.628947	6.031858	0.636540	6.180000	0.016668	
0.635230	6.094690	0.642735	6.210000	0.016163	
0.641513	6.283185	0.648960	6.240000	0.014462	
0.647796	6.283185	0.655215	6.270000	0.014705	
0.654080	6.283185	0.661500	6.300000	0.015009	
0.660363	6.283185	0.667815	6.330000	0.015373	
0.666646	6.283185	0.674160	6.360000	0.015796	
0.673557	6.471681	0.680535	6.390000	0.013138	
0.679841	6.534513	0.686940	6.420000	0.013054	
0.686124	6.471681	0.693375	6.450000	0.014286	
0.692407	6.283185	0.699840	6.480000	0.016834	
0.698690	6.283185	0.706335	6.510000	0.017558	
0.704973	6.283185	0.712860	6.540000	0.018341	
0.711885	6.471681	0.719415	6.570000	0.016043	
0.718168	6.534513	0.726000	6.600000	0.016319	
0.725080	6.660176	0.732615	6.630000	0.014769	
0.731363	6.534513	0.739260	6.660000	0.017049	
0.737646	6.471681	0.745935	6.690000	0.018761	
0.744557	6.471681	0.752640	6.720000	0.018648	
0.751469	6.723008	0.759375	6.750000	0.016082	
